"filename", "language", "Dart", "comment", "blank", "total"
"c:\Projects\pos\lib\features\inventory\presentation\widgets\stock_adjustment_dialog.dart", "Dart", 306, 8, 18, 332
"c:\Projects\pos\lib\features\inventory\presentation\widgets\stock_status_badge.dart", "Dart", 32, 0, 5, 37
"c:\Projects\pos\lib\features\more\presentation\more_page.dart", "Dart", 533, 19, 41, 593
"c:\Projects\pos\lib\features\notifications\data\notifications_repository.dart", "Dart", 79, 2, 10, 91
"c:\Projects\pos\lib\features\notifications\domain\entities\notification_item.dart", "Dart", 157, 0, 13, 170
"c:\Projects\pos\lib\features\notifications\domain\repositories\i_notifications_repository.dart", "Dart", 14, 10, 6, 30
"c:\Projects\pos\lib\features\notifications\presentation\cubit\notifications_cubit.dart", "Dart", 114, 6, 22, 142
"c:\Projects\pos\lib\features\notifications\presentation\cubit\notifications_state.dart", "Dart", 73, 0, 13, 86
"c:\Projects\pos\lib\features\notifications\presentation\pages\notifications_page.dart", "Dart", 90, 5, 11, 106
"c:\Projects\pos\lib\features\notifications\presentation\widgets\notification_tile.dart", "Dart", 233, 6, 17, 256
"c:\Projects\pos\lib\features\notifications\presentation\widgets\notifications_empty_state.dart", "Dart", 85, 1, 5, 91
"c:\Projects\pos\lib\features\notifications\presentation\widgets\notifications_error_state.dart", "Dart", 77, 1, 4, 82
"c:\Projects\pos\lib\features\notifications\presentation\widgets\notifications_filter_tabs.dart", "Dart", 118, 2, 11, 131
"c:\Projects\pos\lib\features\notifications\presentation\widgets\notifications_header.dart", "Dart", 49, 1, 5, 55
"c:\Projects\pos\lib\features\notifications\presentation\widgets\notifications_skeleton.dart", "Dart", 111, 3, 15, 129
"c:\Projects\pos\lib\features\notifications\presentation\widgets\notifications_summary_row.dart", "Dart", 162, 3, 12, 177
"c:\Projects\pos\lib\features\onboarding\onboarding.dart", "Dart", 224, 1, 29, 254
"c:\Projects\pos\lib\features\pos\data\datasources\transactions_remote_ds.dart", "Dart", 61, 2, 7, 70
"c:\Projects\pos\lib\features\pos\data\models\cart_model.dart", "Dart", 18, 0, 3, 21
"c:\Projects\pos\lib\features\pos\domain\usecases\resolve_barcode_use_case.dart", "Dart", 84, 10, 20, 114
"c:\Projects\pos\lib\features\pos\presentation\pages\checkout_payment_page.dart", "Dart", 393, 4, 28, 425
"c:\Projects\pos\lib\features\pos\presentation\pages\checkout_success_page.dart", "Dart", 295, 6, 20, 321
"c:\Projects\pos\lib\features\pos\presentation\pos_terminal_page.dart", "Dart", 1214, 22, 65, 1301
"c:\Projects\pos\lib\features\pos\presentation\widgets\denom_chip.dart", "Dart", 40, 0, 3, 43
"c:\Projects\pos\lib\features\pos\presentation\widgets\discount_sheet.dart", "Dart", 452, 8, 25, 485
"c:\Projects\pos\lib\features\pos\presentation\widgets\total_banner.dart", "Dart", 81, 0, 4, 85
"c:\Projects\pos\lib\features\products\checkout\product_cart_page.dart", "Dart", 572, 9, 23, 604
"c:\Projects\pos\lib\features\products\checkout\product_checkout_page.dart", "Dart", 834, 18, 40, 892
"c:\Projects\pos\lib\features\products\data\datasources\products_remote_ds.dart", "Dart", 219, 15, 19, 253
"c:\Projects\pos\lib\features\products\data\holder\variant_form.dart", "Dart", 17, 0, 1, 18
"c:\Projects\pos\lib\features\products\data\products_repository.dart", "Dart", 110, 3, 18, 131
"c:\Projects\pos\lib\features\products\domain\entities\category.dart", "Dart", 12, 0, 2, 14
"c:\Projects\pos\lib\features\products\domain\entities\inventory_level.dart", "Dart", 15, 1, 4, 20
"c:\Projects\pos\lib\features\products\domain\entities\product.dart", "Dart", 26, 0, 2, 28
"c:\Projects\pos\lib\features\products\domain\entities\product_variant.dart", "Dart", 30, 0, 2, 32
"c:\Projects\pos\lib\features\products\domain\repositories\i_products_repository.dart", "Dart", 17, 2, 5, 24
"c:\Projects\pos\lib\features\products\domain\usecases\watch_catalog_use_case.dart", "Dart", 17, 0, 6, 23
"c:\Projects\pos\lib\features\products\pages\add_products.dart", "Dart", 2119, 51, 110, 2280
"c:\Projects\pos\lib\features\products\presentation\cubit\product_form_cubit.dart", "Dart", 518, 55, 57, 630
"c:\Projects\pos\lib\features\products\presentation\cubit\product_form_state.dart", "Dart", 146, 7, 14, 167
"c:\Projects\pos\lib\features\products\presentation\cubit\products_cubit.dart", "Dart", 89, 17, 19, 125
"c:\Projects\pos\lib\features\products\presentation\cubit\products_state.dart", "Dart", 92, 8, 16, 116
"c:\Projects\pos\lib\features\products\products_page.dart", "Dart", 532, 12, 37, 581
"c:\Projects\pos\lib\features\products\widgets\barcode_togggle_section.dart", "Dart", 109, 0, 5, 114
"c:\Projects\pos\lib\features\products\widgets\barcode_toggle_field.dart", "Dart", 75, 0, 6, 81
"c:\Projects\pos\lib\features\products\widgets\image_picker_field.dart", "Dart", 182, 0, 9, 191
"c:\Projects\pos\lib\features\products\widgets\more_option_card.dart", "Dart", 423, 11, 24, 458
"c:\Projects\pos\lib\features\products\widgets\product_card.dart", "Dart", 235, 3, 15, 253
"c:\Projects\pos\lib\features\products\widgets\product_category_chips.dart", "Dart", 75, 0, 4, 79
"c:\Projects\pos\lib\features\products\widgets\product_grid.dart", "Dart", 113, 2, 9, 124
"c:\Projects\pos\lib\features\products\widgets\product_selection_sheet.dart", "Dart", 620, 25, 47, 692
"c:\Projects\pos\lib\features\products\widgets\sku_section_toggle.dart", "Dart", 68, 0, 5, 73
"c:\Projects\pos\lib\features\products\widgets\switch_row.dart", "Dart", 75, 4, 4, 83
"c:\Projects\pos\lib\features\products\widgets\toggle_row.dart", "Dart", 76, 4, 4, 84
"c:\Projects\pos\lib\features\products\widgets\variant_card_state.dart", "Dart", 222, 6, 14, 242
"c:\Projects\pos\lib\features\profile\presentation\profile_page.dart", "Dart", 1048, 12, 44, 1104
"c:\Projects\pos\lib\features\reports\data\reports_data.dart", "Dart", 176, 8, 23, 207
"c:\Projects\pos\lib\features\reports\data\reports_repository.dart", "Dart", 423, 30, 51, 504
"c:\Projects\pos\lib\features\reports\domain\repositories\i_reports_repository.dart", "Dart", 11, 0, 3, 14
"c:\Projects\pos\lib\features\reports\export\_excel_saver_io.dart", "Dart", 8, 0, 2, 10
"c:\Projects\pos\lib\features\reports\export\_excel_saver_stub.dart", "Dart", 3, 0, 1, 4
"c:\Projects\pos\lib\features\reports\export\_excel_saver_web.dart", "Dart", 20, 0, 3, 23
"c:\Projects\pos\lib\features\reports\export\report_excel_exporter.dart", "Dart", 382, 33, 59, 474
"c:\Projects\pos\lib\features\reports\pdf\report_pdf_builder.dart", "Dart", 65, 8, 8, 81
"c:\Projects\pos\lib\features\reports\pdf\report_pdf_exporter.dart", "Dart", 29, 7, 5, 41
"c:\Projects\pos\lib\features\reports\pdf\report_pdf_styles.dart", "Dart", 274, 18, 49, 341
"c:\Projects\pos\lib\features\reports\pdf\sections\pdf_branch_section.dart", "Dart", 77, 2, 7, 86
"c:\Projects\pos\lib\features\reports\pdf\sections\pdf_cover_section.dart", "Dart", 160, 19, 19, 198
"c:\Projects\pos\lib\features\reports\pdf\sections\pdf_inventory_section.dart", "Dart", 85, 3, 6, 94
"c:\Projects\pos\lib\features\reports\pdf\sections\pdf_profit_section.dart", "Dart", 121, 3, 9, 133
"c:\Projects\pos\lib\features\reports\pdf\sections\pdf_sales_section.dart", "Dart", 72, 4, 11, 87
"c:\Projects\pos\lib\features\reports\presentation\cubit\reports_cubit.dart", "Dart", 82, 7, 17, 106
"c:\Projects\pos\lib\features\reports\presentation\cubit\reports_state.dart", "Dart", 25, 0, 6, 31
"c:\Projects\pos\lib\features\reports\presentation\pages\reports_and_analytics.dart", "Dart", 797, 13, 54, 864
"c:\Projects\pos\lib\features\reports\presentation\widgets\branch_comparison.dart", "Dart", 300, 9, 13, 322
"c:\Projects\pos\lib\features\reports\presentation\widgets\inventory_health_tab.dart", "Dart", 620, 16, 46, 682
"c:\Projects\pos\lib\features\reports\presentation\widgets\profit_summary_tab.dart", "Dart", 410, 6, 18, 434
"c:\Projects\pos\lib\features\reports\presentation\widgets\report_card.dart", "Dart", 29, 2, 8, 39
"c:\Projects\pos\lib\features\reports\presentation\widgets\report_nav_chip.dart", "Dart", 114, 3, 9, 126
"c:\Projects\pos\lib\features\reports\presentation\widgets\sales_report_tab.dart", "Dart", 469, 5, 21, 495
"c:\Projects\pos\lib\features\sales\data\sales_repository.dart", "Dart", 52, 8, 8, 68
"c:\Projects\pos\lib\features\sales\domain\entities\sale_item.dart", "Dart", 26, 1, 4, 31
"c:\Projects\pos\lib\features\sales\domain\entities\sale_transaction.dart", "Dart", 47, 2, 4, 53
"c:\Projects\pos\lib\features\sales\domain\repositories\i_sales_repository.dart", "Dart", 6, 2, 3, 11
"c:\Projects\pos\lib\features\sales\domain\usecases\get_sale_items_use_case.dart", "Dart", 8, 0, 3, 11
"c:\Projects\pos\lib\features\sales\domain\usecases\watch_transactions_use_case.dart", "Dart", 8, 0, 3, 11
"c:\Projects\pos\lib\features\sales\presentation\cubit\sales_cubit.dart", "Dart", 70, 13, 12, 95
"c:\Projects\pos\lib\features\sales\presentation\cubit\sales_state.dart", "Dart", 57, 4, 16, 77
"c:\Projects\pos\lib\features\sales\presentation\sales_history.dart", "Dart", 417, 17, 23, 457
"c:\Projects\pos\lib\features\settings\data\datasources\receipt_settings_remote_ds.dart", "Dart", 50, 6, 8, 64
"c:\Projects\pos\lib\features\settings\data\receipt_settings_repository.dart", "Dart", 220, 8, 24, 252
"c:\Projects\pos\lib\features\settings\domain\receipt_settings.dart", "Dart", 153, 10, 11, 174
"c:\Projects\pos\lib\features\settings\presentation\cubit\settings_cubit.dart", "Dart", 135, 15, 14, 164
"c:\Projects\pos\lib\features\settings\presentation\cubit\settings_state.dart", "Dart", 36, 0, 6, 42
"c:\Projects\pos\lib\features\settings\presentation\receipt_settings_page.dart", "Dart", 142, 0, 7, 149
"c:\Projects\pos\lib\features\settings\presentation\settings_page.dart", "Dart", 145, 3, 10, 158
"c:\Projects\pos\lib\features\settings\presentation\settings_shell_page.dart", "Dart", 24, 5, 3, 32
"c:\Projects\pos\lib\features\settings\presentation\widgets\receipt_preview.dart", "Dart", 294, 12, 34, 340
"c:\Projects\pos\lib\features\settings\presentation\widgets\receipt_settings_section.dart", "Dart", 1097, 19, 64, 1180
"c:\Projects\pos\lib\features\settings\services\receipt_printer_service.dart", "Dart", 463, 28, 52, 543
"c:\Projects\pos\lib\main.dart", "Dart", 190, 3, 20, 213
"c:\Projects\pos\lib\theme_data.dart", "Dart", 115, 18, 19, 152
"Total", "-", 78616, 3381, 6846, 88843
